Album ID,Artist IDs,Artist(s),ID,Popularity,Query,Rank,Release Date,Song,Year
0Ti0mEWGiyvnXPwJ70A8fm,['5IUvXYeMtVmp8YJWf0eqvf'],INOJ,5I0Pt0YFaShP1OoXPyUnX8,38.0,track:Time After Time artist:INOJ,64.0,1998-01-01,Time After Time,1998.0
1TMPxQxf7LH1y5Iu7wo4jL,['0OwaxYpG77PWKSLtj1QzG8'],The Chambers Brothers,6E1MuzutdHHkJv3KX6gf54,31.0,track:Time Has Come Today artist:The Chambers Brothers,87.0,1966-01-01,Time Has Come Today,1968.0
3eKB34bcBy8LGwMEO7GcvX,['2vDV0T8sxx2ENnKXds75e5'],Booker T. ,5aQlEm5hfuCOvk4kxuzcV5,34.0,track:Time Is Tight artist:Booker T. ,63.0,1991-01-01,Time Is Tight,1969.0
7axTPcZzoAWFbTbrokCAyn,['4YPqbAiLzBg5DIfsgQZ8QK'],Andy Gibb,1YnqUpgooPqfhJOcCxORtp,26.0,track:Time Is Time artist:Andy Gibb,100.0,2018-04-13,Time Is Time,1981.0
5moFY0K48zOBW37SsThYL0,['0DW7boyjvbaSP3OJ72sXgC'],Al Stewart,5zVKisBri6JH1fooBhUaVq,51.0,track:Time Passages artist:Al Stewart,79.0,1978-01-01,Time Passages,1979.0
4TcXnypScHBMIwlVa1rGGa,['6is2U7I1jlI8PjxNZOHIMV'],DeBarge,5dOAshdEVLDMjHBnlMrX12,54.0,track:Time Will Reveal artist:DeBarge,84.0,1983-09-24,Time Will Reveal,1984.0
1Z9pWzuS7WaWjJK0MOpFDy,['5Odrl8RJfCf0km0UaRI4cR'],The Outsiders,4uSqea68X7d22VC8g74KoN,10.0,track:Time Won t Let Me artist:The Outsiders,32.0,1990-01-31,Time Won t Let Me,1966.0
5AYmpTfdv1OoASUJ5rZB7K,['08ct2eZF5lUPdJpHwNKWof'],Hootie ,1N0UflnZhn7xOkrN2l8zxx,55.0,track:Time artist:Hootie ,50.0,1994-07-01,Time,1996.0
44VunLimdsXo2C6figBmwj,['2m62cc253Xvd9qYQ8d2X3d'],The Alan Parsons Project,7pszxp65rS7xd8ZflKaZRh,35.0,track:Time artist:The Alan Parsons Project,48.0,1977-01-01,Time,1981.0
3L9sVl5T7UpFK6tNeEiXdy,['1R6Hx1tJ2VOUyodEpC12xM'],Jim Croce,561F1zqRwGPCTMRsLsXVtL,68.0,track:Time in a Bottle artist:Jim Croce,24.0,1972-04-01,Time in a Bottle,1974.0
4EUf4YyNjuXypWY6W5wEDm,"['0TnOYISbd1XYRBk9myaseg', '21E3waRsmPlU7jZsS13rcj']",Pitbull  ,2bJvI42r8EF3wxjOuDav4r,81.0,track:Time of Our Lives artist:Pitbull  ,39.0,2014-11-21,Time of Our Lives,2015.0
3xhlrGx740Jp150YJMD40I,['2jgPkn6LuUazBoBk6vvjh5'],The Zombies,6im4Ks6SWUqwTGp7Cft1e7,54.0,track:Time of the Season artist:The Zombies,39.0,1967-11-11,Time of the Season,1969.0
0hrk0BZceIsZVVCmiXMaTa,['6YHEMoNPbcheiWS2haGzkn'],Michael Bolton,6Tsf4gyepJ1BvIKUKjqvuv,29.0,"track:Time, Love and Tenderness artist:Michael Bolton",62.0,1987-01-01,"Time, Love and Tenderness",1991.0
0lbELQG6SSHy7LvBttGF2d,['7ceUfdWq2t5nbatS6ollHh'],Paul Anka,3AdX0KdVoMBqe82b19rWAU,52.0,track:Times of Your Life artist:Paul Anka,54.0,1975-01-01,Times of Your Life,1976.0
0rwL6CFwMHoarouCjX3mH8,['0EpHh7UzaxKzcYps38j92E'],The Buoys,0oWaOtPDTqXlBMkOCCEt5E,31.0,track:Timothy artist:The Buoys,87.0,1971-01-01,Timothy,1971.0
75g3L3m32TIGTugnpNeJDt,['1Zz5UxfKSSqc6hpa3xJPCw'],J-Kwon,6fqqAsCYfDOtXAD8Ydo06K,60.0,track:Tipsy artist:J-Kwon,11.0,2001-01-01,Tipsy,2004.0
6A2T77SSF5TUglshWSQAiC,['3dkbV4qihUeMsqN4vBGg93'],Al Green,10vkYRKw6Jjr7try1ir50G,68.0,track:Tired of Being Alone artist:Al Green,12.0,1971-08-14,Tired of Being Alone,1971.0
7Hrd2DWOXmb2kTtNthbaFW,['6JGUkLiRAWMNYaHdUCIUvC'],Rocky Burnette,3E3K8IXR3o7XOBvaGE2e55,46.0,track:Tired of Toein  the Line artist:Rocky Burnette,48.0,1979-09-07,Tired of Toein  the Line,1980.0
73anEcke1iGiFLxWhXnco8,['1SQRv42e4PjEYfPhS0Tk9E'],The Kinks,3sFnC76vUu0dtHUM5Z5bLL,45.0,track:Tired of Waiting for You artist:The Kinks,60.0,1965-03-05,Tired of Waiting for You,1965.0
5aprcHwM1KJhaY9Kbxkfkn,"['1Cs0zKBU1kc0i8ypK3B9ai', '5WUlDfRSoLAfcVSX1WnrxN']",David Guetta  ,0lHAMNU8RGiIObScrsRgmP,67.0,track:Titanium artist:David Guetta  ,24.0,2011-08-26,Titanium,2012.0
5aiJhTHf9AaDptNpOrAwyE,"['4etuCZVdP8yiNPn4xf0ie5', '5W5bDNCqJ1jbCgTxDD0Cb3']",Julio Iglesias  ,3K7nk76d6RYWtBGCXhW0qO,16.0,track:To All the Girls I ve Loved Before artist:Julio Iglesias  ,50.0,1982-01-01,To All the Girls I ve Loved Before,1984.0
0XGgMqKNcQgd0i9YHFiPei,"['7lzordPuZEXxwt9aoVZYmG', '6AR9Wj3jeOFDuqY7X9Kmsj']",Billy Idol,2itcWSXgY2DseFhuSz2vpn,26.0,track:To Be a Lover artist:Billy Idol,64.0,1985-01-01,To Be a Lover,1987.0
6CrjpyjlfjK95oHF6dvEnQ,['5OfhOoKunSnuubxxRML8J3'],Mr. Big,3Mmt6Xk0H6VR92PEp6x3hP,73.0,track:To Be with You artist:Mr. Big,12.0,1991-03-26,To Be with You,1992.0
7g7nFMPWmFfk70ZvhTs0TT,['6YHEMoNPbcheiWS2haGzkn'],Michael Bolton,4ye6YRG07XMpZZ9Y9tNTt6,60.0,track:To Love Somebody artist:Michael Bolton,83.0,1992-08-31,To Love Somebody,1993.0
37J4FeONwmD1Gl3PzvZGv3,['0jYKX08u1XxmHrl5TdM2QZ'],Lulu,0gBFr7N2D1GfhkXIIepIGG,49.0,track:To Sir With Love artist:Lulu,1.0,1967-05-12,To Sir With Love,1967.0
2JK0T590oG0pJckY9HRniL,['06HL4z0CvFAxyc27GXpf02'],Taylor Swift,1P5QpwOgXJuoVTm3CWbnLY,44.0,track:Today Was a Fairytale artist:Taylor Swift,84.0,2010-01-01,Today Was a Fairytale,2010.0
0E5JLxyfU0ixzmCDwCmL1v,['77OdfWXrYy6DcYPzmUOr6a'],The New Christy Minstrels,51LazY4piOq7dw5AARunow,36.0,track:Today artist:The New Christy Minstrels,67.0,1964-08-26,Today,1964.0
6ZANEjETQ9L9pjBuvOAhCQ,['4qwGe91Bz9K2T8jXTZ815W'],Janet,1GrikfH0jDejDvrxo84n4P,68.0,track:Together Again artist:Janet,6.0,1997-10-07,Together Again,1998.0
5Z9iiGl2FcIfa3BMiv6OIw,['0gxyHStUsqpMadRV0Di1Qt'],Rick Astley,5eFiEFtrq5dLgVHSZANUNl,65.0,track:Together Forever artist:Rick Astley,44.0,1987-11-12,Together Forever,1988.0
1KsuzqbwJTpc9YqmTjihmD,['2tfiUsmHWz3xi3BSBpyz6A'],Tierra,6JxFHoyWzIOEjtbxrfAFWN,10.0,track:Together artist:Tierra,53.0,1980-09-06,Together,1981.0
79Kp1sUSL6DaMFIlP7ofUX,"['5ISgOPcI1bY7Rd28GUWWE8', '3X0tJzVYoWlfjLYI0Ridsw', '4a09epliVikRqsBczNwZb2', '1VOvPysGbgHhsfKA6NaKnl']",DNA  ,4QtScYyh6Yxio27udYPhh0,47.0,track:Tom s Diner artist:DNA  ,53.0,2003-04-22,Tom s Diner,1991.0
3wzyRxMa8QxXDENzxpXZTO,['3VV11sLubWH879vwobGtmL'],Enrique Iglesias  ,1CCNGAP0mtPwN32RmbFWPP,19.0,track:Tonight (I m Lovin  You) artist:Enrique Iglesias  ,16.0,2011-03-04,Tonight (I m Lovin  You),2011.0
0G9JiVoIric9mCMeAGmflu,['7ceUfdWq2t5nbatS6ollHh'],Paul Anka,4NmRopcY1O7hWM4UfK6ymH,22.0,"track:Tonight My Love, Tonight artist:Paul Anka",85.0,1981-01-01,"Tonight My Love, Tonight",1961.0
7LPfdVDw4uXf9Bw5LQDESf,['6DCIj8jNaNpBz8e5oKFPtp'],The Cars,38grNTrwhKRovfJNgtN3l8,39.0,track:Tonight She Comes artist:The Cars,81.0,1984-01-01,Tonight She Comes,1986.0
5u1xz8jbDbFN9QrJTC31bk,"['6jTnHxhb6cDCaCu4rdvsQ0', '1amAFzJXIR7U3hgXf2ZhAw']",Hot Chelle Rae,2O9eBQhcBssCo9G6oEqrim,24.0,track:Tonight Tonight artist:Hot Chelle Rae,32.0,2011-09-02,Tonight Tonight,2011.0
1kNUVRC3LbnhjrBruBwvUN,['3VNITwohbvU5Wuy5PC6dsI'],Kool ,6Wqo4NtO3Ep3QlB0VpK7D8,34.0,track:Tonight artist:Kool ,90.0,1981-01-01,Tonight,1984.0
7nge8Pafna5rU1a0ek7dKN,['2y8Jo9CKhJvtfeKOsYzRdT'],Rod Stewart,10LRRKPmx8uHcSxLVWK0ct,55.0,track:Tonight s the Night (Gonna Be Alright) artist:Rod Stewart,1.0,1976-01-01,Tonight s the Night (Gonna Be Alright),1977.0
2tM4mgvIwXse9Ty1i59yVE,"['49iKbKGqgn8OESkW5WduX0', '0W498bDDNlJIrYMKXdpLHA']",Peabo Bryson  ,7JOyY9GA3P2Evx50oetDKb,63.0,"track:Tonight, I Celebrate My Love artist:Peabo Bryson  ",96.0,1983-07-22,"Tonight, I Celebrate My Love",1983.0
7ryVZ5ca6GM3FAkmlrymgv,['3CkvROUTQ6nRi9yQOcsB50'],Genesis,51LPQwZIaNo6k6rmlOD0T9,29.0,"track:Tonight, Tonight, Tonight artist:Genesis",68.0,1980-03-28,"Tonight, Tonight, Tonight",1987.0
6dJW5yM9vMPvNywCztkNyh,['2zrZfs23sjuHDv4E6YRmNf'],Kris Kross,38bTjekNUk3TMLeJbQmQ4H,21.0,track:Tonite s tha Night artist:Kris Kross,64.0,1992-01-01,Tonite s tha Night,1996.0
2XyETlDqp6hhi2j8XiWS4u,['3koiLjNrgRTNbOwViDipeA'],Marvin Gaye,0EQCaQzKJVCXkwSiQZUVHP,46.0,track:Too Busy Thinking About My Baby artist:Marvin Gaye,14.0,1969-04-30,Too Busy Thinking About My Baby,1969.0
074KCx8WkMnCKCpfaRiRlt,['5Tf4EH8tDvznnjULcFxkIl'],Alex Clare,4sK96UnGx3NjBaqvfTG2dm,59.0,track:Too Close artist:Alex Clare,30.0,2011-01-01,Too Close,2012.0
3Pmonb2UZ9zckdh5S5ibVm,['2MGT7CYlixSPxAnnkhLpaA'],Next,5IFCyWplye09HytIP80RCF,66.0,track:Too Close artist:Next,1.0,1997-09-30,Too Close,1998.0
3coLNlyStg9h7f8CZ103Rl,['19ra5tSw0tWufvUp8GotLo'],George Michael,4KjPPpRbthW8dSNdisR2Wi,53.0,track:Too Funky artist:George Michael,58.0,1998-11-09,Too Funky,1992.0
40GMAhriYJRO1rsY4YdrZb,"['3TVXtAsR1Inumwj472S9r4', '5pKCCKE2ajJHZ9KAiaK11H']",Drake  ,3BtuIIrQlkujKPuWF2B85z,73.0,track:Too Good artist:Drake  ,29.0,2016-05-06,Too Good,2016.0
33wYkcgcs44wHh8QCO6G7p,['2wY79sveU1sp5g7SokKOiI'],Sam Smith,1JhuXhMiTBavuRXQTsGOdV,64.0,track:Too Good at Goodbyes artist:Sam Smith,77.0,2017-09-29,Too Good at Goodbyes,2017.0
33wYkcgcs44wHh8QCO6G7p,['2wY79sveU1sp5g7SokKOiI'],Sam Smith,1JhuXhMiTBavuRXQTsGOdV,64.0,track:Too Good at Goodbyes artist:Sam Smith,49.0,2017-09-29,Too Good at Goodbyes,2018.0
0zK7P6PLhBU02U9Tc98VSK,['3VNITwohbvU5Wuy5PC6dsI'],Kool ,0jNTJSaktLVy8iAi7KY2zB,40.0,track:Too Hot artist:Kool ,36.0,1979-05-13,Too Hot,1980.0
6EQLKMRggF3e60ugh9GBmc,['4Tvos0a5rRrBu4Oodu5f79'],Julian Lennon,2SPU97neddixGZ3wCMLAwx,53.0,track:Too Late for Goodbyes artist:Julian Lennon,77.0,1984-01-01,Too Late for Goodbyes,1985.0
2DO7omBXXS8eGg1TyJ23iW,['2GFB1Lc67mbqFXTPCM9XzT'],Cornelius Brothers ,2OyaNAq8BcGstyzueloqpE,55.0,track:Too Late to Turn Back Now artist:Cornelius Brothers ,34.0,1996-01-01,Too Late to Turn Back Now,1972.0
2U7Vdbcizw7WqeMAnNbX8P,['5xuNBZoM7z1Vv8IQ6uM0p6'],JoJo,3hc7PLcmuZbJGPjhIore1i,65.0,track:Too Little Too Late artist:JoJo,72.0,2018-12-20,Too Little Too Late,2006.0
0QJTZSxwTiZOb88arsEq5p,['4cPHsZM98sKzmV26wlwD2W'],Brenda Lee,6ArMNMfKNWCqBopzAHbveK,6.0,track:Too Many Rivers artist:Brenda Lee,79.0,1991-08-27,Too Many Rivers,1965.0
13wiPIgApSTk5vkBn6gF2c,['2zVsfeSyFbCey7rq7PasHp'],Cathy Dennis,3lQrGsSzg5C38sqsza5C3E,32.0,track:Too Many Walls artist:Cathy Dennis,74.0,1990-08-14,Too Many Walls,1991.0
5YHZaCxCuuK81h4Fimb9rT,['1LZEQNv7sE11VDY3SdxQeN'],Bee Gees,1NYN7jw0Y1ANEleeveEcLs,37.0,track:Too Much Heaven artist:Bee Gees,11.0,1979-01-01,Too Much Heaven,1979.0
6PhLTeuN0G894bdSBTCwUF,['4salDzkGmfycRqNUbyBphh'],Styx,4hWUOIDHda9XOb1zDchftP,58.0,track:Too Much Time on My Hands artist:Styx,54.0,1981-01-01,Too Much Time on My Hands,1981.0
3sr6lAuO3nmB1u8ZuQgpiX,['0uq5PttqEjj3IH1bzwcrXF'],Spice Girls,1RQnYh2xw2BPpnzQFbO5r5,55.0,track:Too Much artist:Spice Girls,69.0,1997-01-01,Too Much,1998.0
5yRdzDUGp5EK8hoBvdUNNg,"['21LGsW7bziR4Ledx7WZ1Wf', '5jNGQ7VOU87x5402JjhTtd']",Johnny Mathis  ,5FjpvIHLGwIi2ONlUEhDc7,17.0,"track:Too Much, Too Little, Too Late artist:Johnny Mathis  ",28.0,1976-01-01,"Too Much, Too Little, Too Late",1978.0
52koatNHePHRWEmmkP0z2Z,['0f3kLT4wvi2mFHlHJgV8Hl'],Kajagoogoo,6WEBIVqiEsevfgJefTyuQQ,60.0,track:Too Shy artist:Kajagoogoo,50.0,1983-01-01,Too Shy,1983.0
4VQUnP3QFjxWLCR86NlV8p,['3TVXtAsR1Inumwj472S9r4'],Drake,1d2eMMrAuIsw85u3YklKoc,58.0,track:Toosie Slide artist:Drake,32.0,2020-04-02,Toosie Slide,2020.0
0pTv9npSf7D3pqKDi9fad1,['7qeBsFLeNEuzrDhDMbnDwF'],69 Boyz,0SAIjVOwxVnO1l9HGvLuOU,55.0,track:Tootsee Roll artist:69 Boyz,65.0,1994-05-27,Tootsee Roll,1994.0
0pTv9npSf7D3pqKDi9fad1,['7qeBsFLeNEuzrDhDMbnDwF'],69 Boyz,0SAIjVOwxVnO1l9HGvLuOU,55.0,track:Tootsee Roll artist:69 Boyz,63.0,1994-05-27,Tootsee Roll,1995.0
0oKiP3tBFqJEook6yfBCoR,['2GaayiIs1kcyNqRXQuzp35'],The Carpenters,3ZzJHsTIVfhI9VOHFBDsbf,5.0,track:Top of the World artist:The Carpenters,39.0,1974-01-01,Top of the World,1974.0
1RnaAF1UNPcWbFQOiFkPPf,['6GlDsAkQHOmNgtUZdJ4Amq'],Mary MacGregor,0uSrLvAGZPVkO2DgCj6DfC,45.0,track:Torn Between Two Lovers artist:Mary MacGregor,10.0,2014-02-20,Torn Between Two Lovers,1977.0
5KAEIWcCVhTkCz5c3jm6r0,['6KfBWaX13etjtEZ4d9aTWW'],Bobby Lewis,0ZfkRyUUYS9Hvl6N5PXPot,35.0,track:Tossin  and Turnin  artist:Bobby Lewis,1.0,1961-09-14,Tossin  and Turnin ,1961.0
5xVl7f6gxGQirFev8WsNzY,['0SD4eZCN4Kr0wQk56hCdh2'],Bonnie Tyler,1VrfLrBviw9A6JzRoo3t2C,64.0,track:Total Eclipse of the Heart artist:Bonnie Tyler,6.0,1983-04-11,Total Eclipse of the Heart,1983.0
5mra2vTBQLmEfPZwtV2alH,['1RfiRshRC2YlSG4Y1zNkAE'],Nicki French,0ofctAkoKj9KfbxFInnCVW,33.0,track:Total Eclipse of the Heart artist:Nicki French,19.0,1994-01-01,Total Eclipse of the Heart,1995.0
6kd4U67lfaBm2QAWdMh0iC,"['1YfEcTuGvBQ8xSD1f53UnK', '1XkoF8ryArs86LZvFOkbyr', '1uT0jnwsq3AifrLorG4UDt', '2wIVse2owClT7go1WT98tk', '3vDUJHQtqT3jFRZ2ECXDTi', '0mbgkaYR8KNUb5s3s1yYHG', '1HwM5zlC5qNWhJtM00yXzG']",Busta Rhymes,7HiUa9Gkk3QddHWT4jKiXd,57.0,track:Touch It artist:Busta Rhymes,73.0,2005-01-01,Touch It,2006.0
1jTqD4utNazxT97NBcIL7G,['7peqq4aACFkBwIWGG0YRJ9'],Monifah,3upCmUgdchN3u0vkedbC5S,57.0,track:Touch It artist:Monifah,77.0,1998-01-01,Touch It,1998.0
13wiPIgApSTk5vkBn6gF2c,['2zVsfeSyFbCey7rq7PasHp'],Cathy Dennis,1XF7umKqStpKnL2d2YZ53V,38.0,track:Touch Me (All Night Long) artist:Cathy Dennis,30.0,1990-08-14,Touch Me (All Night Long),1991.0
0ULg91Rf3twUQOlCc6ElY6,['0ym94xKp2PIOJtTZKpxbAa'],Samantha Fox,5AE6Ms50U9Hh3TtANtAnut,35.0,track:Touch Me (I Want Your Body) artist:Samantha Fox,44.0,1992-01-01,Touch Me (I Want Your Body),1987.0
75bLu4Ung5QbMdJYxx7wTI,['22WZ7M8sxp5THdruNY3gXt'],The Doors,4BVE5tIIpYabZcYCbephNW,63.0,track:Touch Me artist:The Doors,49.0,1969-07-21,Touch Me,1969.0
42cU6f6ei3kDi1KfN14EA7,['3MdG05syQeRYPPcClLaUGl'],Diana Ross,4sIkDCqNjTubfb5UVs8lEA,53.0,track:Touch Me in the Morning artist:Diana Ross,10.0,1973-06-22,Touch Me in the Morning,1973.0
26zgq8Yop0g9V9We6seQID,"['5aEWnrN8h3MhuFUPRfaVuy', '1wvlC6NwleHt1iRD6d5X2C', '1XkoF8ryArs86LZvFOkbyr']",Case  ,4xrBjUq18fvXK68DJEi5XM,53.0,"track:Touch Me, Tease Me artist:Case  ",63.0,1996-01-01,"Touch Me, Tease Me",1996.0
5BRk9Ml11itBNbXWyn3UbN,"['4iHNK0tOyZPYnBU7nGAgpQ', '2f6jGbE8VU74rb5AQtOdFz', '2JkHlHHNPSd8VcZMWRY301']",Mariah Carey,3KvEs4nxlml4pW0FvGCq0r,29.0,track:Touch My Body artist:Mariah Carey,22.0,2008-02-12,Touch My Body,2008.0
3uQ4HJSTI6bxOEQTIZq8Uf,['3ap1NzHNV9QA1x1V6z3gSe'],Gene Pitney,67UXizE2cmFVVDPU4Gl17A,38.0,track:Town Without Pity artist:Gene Pitney,97.0,1972-01-01,Town Without Pity,1962.0
0z7pVBGOD7HCIB7S8eLkLI,['26dSoYclwsYLMAKD3tpOr4'],Britney Spears,6I9VzXrHxO9rA9A5euc8Ak,82.0,track:Toxic artist:Britney Spears,48.0,2003-11-13,Toxic,2004.0
2qoLTSXxsdiHpuoPWrpJiy,['40enFxfEXXsEXKOt1vgx0k'],Martika,4jh9olf0OKCokpzxSyLeJx,59.0,track:Toy Soldiers artist:Martika,29.0,1988-06-01,Toy Soldiers,1989.0
2GaHB4wH3QSeNHJiWHsOoT,"['6XGJvNG372fPJ2TV2OoN0Z', '4sc3uhxQjxefWx0lirN9Pg']",Classics IV,3czHmqzvrWBvKiZo6vUs0x,41.0,track:Traces artist:Classics IV,54.0,1969-01-01,Traces,1969.0
3h3zGj13Hvl1x7F33ZoVSt,['5UloVKzUNJcjORzhhTWWiJ'],The Cuff Links,6c5jInkz2phkedcWqxAEoT,0.0,track:Tracy artist:The Cuff Links,81.0,2011-03-09,Tracy,1969.0
5YHZaCxCuuK81h4Fimb9rT,['1LZEQNv7sE11VDY3SdxQeN'],Bee Gees,5xSHwbuwbeacib7VkIGU9D,37.0,track:Tragedy artist:Bee Gees,16.0,1979-01-01,Tragedy,1979.0
3WSazrD65bFptRnMvnesVH,['3KwmxIhSe9UTSEF37kwngR'],Shaed,0lsRatBUs9HNIZAmoGABzk,69.0,track:Trampoline artist:Shaed,70.0,2018-09-21,Trampoline,2019.0
3WSazrD65bFptRnMvnesVH,['3KwmxIhSe9UTSEF37kwngR'],Shaed,0lsRatBUs9HNIZAmoGABzk,69.0,track:Trampoline artist:Shaed,53.0,2018-09-21,Trampoline,2020.0
0ToNllhmkzYDDg7wG9uaRq,['6PXS4YHDkKvl1wkIl4V8DL'],Fetty Wap,2cPQLmptPM73agMHvCy47a,41.0,track:Trap Queen artist:Fetty Wap,4.0,2015-05-04,Trap Queen,2015.0
18Oz9BL91xmseAFlwjdtk6,['0GVO1kqJHVxOarPgex9K15'],Denise LaSalle,6T3TfV8M5drXuQ35TgdGVL,9.0,track:Trapped By a Thing Called Love artist:Denise LaSalle,85.0,2000-01-01,Trapped By a Thing Called Love,1971.0
4GLxEXWI3JiRKp6H7bfTIK,['3IYUhFvPQItj6xySrBmZkd'],Creedence Clearwater Revival,0INUNNYfsp4qr6kJdY46mY,60.0,track:Travelin  Band artist:Creedence Clearwater Revival,89.0,1970-07-25,Travelin  Band,1970.0
0eWkaY2z2iBw1t7M8eHKQe,['73sSFVlM6pkweLXE8qw1OS'],Ricky Nelson,1sM0yZDxUhPQhkDh2CLd6l,57.0,track:Travelin  Man artist:Ricky Nelson,23.0,1961-01-01,Travelin  Man,1961.0
58ufpQsJ1DS5kq4hhzQDiI,['0du5cEVh5yTK9QJze8zA0C'],Bruno Mars,55h7vJchibLdUkxdlX3fK7,78.0,track:Treasure artist:Bruno Mars,30.0,2012-12-07,Treasure,2013.0
2DO7omBXXS8eGg1TyJ23iW,['2GFB1Lc67mbqFXTPCM9XzT'],Cornelius Brothers ,75t6tcHkZDFKLKJwjXFMtq,47.0,track:Treat Her Like a Lady artist:Cornelius Brothers ,15.0,1996-01-01,Treat Her Like a Lady,1971.0
1pY5yYIU9DNm9GTFhCyMTt,['30rTY7YT6tAoAUoGJXQBqQ'],Roy Head,2dq2J24oIF67Uvttut4dv7,48.0,track:Treat Her Right artist:Roy Head,95.0,2009-01-01,Treat Her Right,1965.0
7HlWbMlmhASeeZ61ZiHpWJ,['43mhFhQ4JAknA7Ik1bOZuV'],Pat Benatar,1s0OQOEwJiCybX4adE63Tf,47.0,track:Treat Me Right artist:Pat Benatar,83.0,1980-08-05,Treat Me Right,1981.0
1ne2D0NxoGyZd31gAM4HNd,['7n2wHs1TKAczGzO7Dd2rGr'],Shawn Mendes,3QGsuHI8jO1Rx4JWLUh9jd,81.0,track:Treat You Better artist:Shawn Mendes,28.0,2017-04-20,Treat You Better,2016.0
1ne2D0NxoGyZd31gAM4HNd,['7n2wHs1TKAczGzO7Dd2rGr'],Shawn Mendes,3QGsuHI8jO1Rx4JWLUh9jd,81.0,track:Treat You Better artist:Shawn Mendes,92.0,2017-04-20,Treat You Better,2017.0
67ErXRS9s9pVG8JmFbrdJ0,['7HkdQ0gt53LP4zmHsL0nap'],Ella Mai,6CTWathupIiDs7U4InHnDA,75.0,track:Trip artist:Ella Mai,92.0,2018-10-12,Trip,2018.0
67ErXRS9s9pVG8JmFbrdJ0,['7HkdQ0gt53LP4zmHsL0nap'],Ella Mai,6CTWathupIiDs7U4InHnDA,75.0,track:Trip artist:Ella Mai,80.0,2018-10-12,Trip,2019.0
33s3ptUTggk4QrMygA60or,['1urjDGTd4iBze91Z1W1gu7'],Total  ,5QfobfsCZuyPnCzXHKGs9r,42.0,track:Trippin  artist:Total  ,60.0,1998-10-27,Trippin ,1999.0
1Zcz8zvX1SbUh7S99ezRgq,['7E5taE9LniGvMzEHpiOupV'],The Jimmy Castor Bunch,08L6jFH2p1NfDXX4suPvp2,32.0,track:Troglodyte (Cave Man) artist:The Jimmy Castor Bunch,80.0,1972-03-04,Troglodyte (Cave Man),1972.0
38UhlwlFmxKBRVCUdaY21m,['3Dzj993UEz8Z5ovxuirzFO'],Lindsey Buckingham,04ijIUVdT4Qy1SBWFUPROY,55.0,track:Trouble artist:Lindsey Buckingham,45.0,1981-01-01,Trouble,1982.0
5kU9rWhYr4MmPmaGYP5z4v,"['3whuHq0yGx60atvA2RCVRW', '0jnsk9HBra6NMjO2oANoPY']",Olly Murs  ,6s8nHXTJVqFjXE4yVZPDHR,75.0,track:Troublemaker artist:Olly Murs  ,82.0,2012-11-26,Troublemaker,2013.0
6fmnT17jc2Sc69q3nza1eD,['6tbjWDEIzxoDsBA1FuhfPW'],Madonna,7azOuDeJGbxt5mvq3GQHXp,59.0,track:True Blue artist:Madonna,76.0,1986-06-30,True Blue,1986.0
5BXCm3N0Uv0IU2uIUAshr2,['2BTZIqw0ntH9MvilQ3ewNY'],Cyndi Lauper,4wIcLl0zgr6KpkCcTKIoyh,30.0,track:True Colors artist:Cyndi Lauper,41.0,1983-01-01,True Colors,1986.0
2Eabt9Pi7zWreJJxcNkIw6,['6lHC2EQMEMZiEmSfFloarn'],Peter ,2fGe1krTxovW7xsgiaHkrN,37.0,track:True Love Ways artist:Peter ,82.0,2001-02-04,True Love Ways,1965.0
78IbgGcKueK33SETMOQfaj,['3C4t1usFGoKHCSRdujm2GN'],Ryan Cabrera,0jdeV5dSB3kUBRqe1xQJbh,64.0,track:True artist:Ryan Cabrera,90.0,2004-06-08,True,2005.0
2iGwIUZh0tNkhOtqoo812B,['2urZrEdsq72kx0UzfYN8Yv'],Sp,10I09MLZCY4pK37XxAfkw0,58.0,track:True artist:Sp,92.0,1983-02-25,True,1983.0
5qs8T6ZHSrnllnOuUk6muC,"['0hCNtLu0JehylgoiP8L4Gh', '3TVXtAsR1Inumwj472S9r4', '55Aa2cqylxrFIXC767Z865']",Nicki Minaj  ,7e44z4wOjkllaD8eulUeMd,65.0,track:Truffle Butter artist:Nicki Minaj  ,66.0,2014-12-15,Truffle Butter,2015.0
64peTvbTLBDeSBu0GsCRE4,['3NRFinRTEqUCfaTTZmk8ek'],Savage Garden,013AWvizllIUEC2FOBzOnh,73.0,track:Truly Madly Deeply artist:Savage Garden,4.0,1997-03-04,Truly Madly Deeply,1998.0
5R8J87WpdqO4t4pB4F4LNJ,['3gMaNLQm7D9MornNILzdSl'],Lionel Richie,7AslBsiVLQAGrmFmi79ZeK,60.0,track:Truly artist:Lionel Richie,47.0,1982-01-01,Truly,1983.0
4PeZu0It7qVrTG40t3HM9A,['07YZf4WDAMNwqr4jfgOZ8y'],Jason Derulo,5KONnBIQ9LqCxyeSPin26k,65.0,track:Trumpets artist:Jason Derulo,61.0,2013-09-10,Trumpets,2014.0
7hBV0wo7cDHZQLYnuOJ312,['56oDRnqbIiwx4mymNEv7dS'],Lizzo,4JazDcr295JjClPNnks5WL,42.0,track:Truth Hurts artist:Lizzo,13.0,2019-04-17,Truth Hurts,2019.0
7hBV0wo7cDHZQLYnuOJ312,['56oDRnqbIiwx4mymNEv7dS'],Lizzo,4JazDcr295JjClPNnks5WL,42.0,track:Truth Hurts artist:Lizzo,55.0,2019-04-17,Truth Hurts,2020.0
